order_id,customer_id,product,price,quantity,date
51,1313,Notebook,443.29,1.0,2025-10-11 02:48:16
52,1631,Mouse,256.02,4.0,2026-01-18 16:58:20
53,1583,Teclado,406.06,2.0,2025-06-11 06:56:11
54,1528,Teclado,163.51,1.0,2025-04-09 05:20:49
55,1275,Mouse,389.83,3.0,2025-08-15 06:50:09
56,1970,Notebook,352.5,2.0,2026-01-28 22:39:26
57,1050,Mouse,483.39,2.0,2025-04-26 16:56:13
58,1354,Mouse,20.95,1.0,2025-04-21 23:48:03
59,1407,Notebook,151.81,4.0,2025-08-02 13:52:07
60,1615,Monitor,81.09,3.0,2025-05-01 07:30:24
61,1064,Mouse,188.76,2.0,2025-10-18 02:42:16
62,1220,Teclado,297.93,1.0,2025-07-21 10:13:33
63,1836,Teclado,170.14,1.0,2025-11-28 01:54:42
64,1792,Monitor,340.13,3.0,2025-11-19 06:57:45
65,1018,Teclado,481.32,1.0,2025-04-05 14:44:48
66,1285,Mouse,274.75,2.0,2026-02-16 06:05:49
67,1713,Monitor,447.53,3.0,2025-08-30 06:52:45
68,1065,Notebook,175.59,2.0,2025-11-07 15:42:39
69,1454,Monitor,125.44,1.0,2026-03-18 23:22:23
70,1068,Mouse,368.08,4.0,2025-07-16 11:28:14
71,1446,Mouse,415.63,4.0,2025-09-20 08:53:07
72,1233,Teclado,57.1,4.0,2025-12-09 02:43:04
73,1151,Mouse,441.63,2.0,2025-06-11 00:09:18
74,1749,Teclado,154.73,4.0,2025-05-19 15:15:37
75,1761,Notebook,76.8,2.0,2025-04-14 04:47:47
76,1652,Monitor,114.86,1.0,2026-03-12 17:09:50
77,1698,Notebook,169.25,1.0,2025-04-15 21:53:27
78,1609,Monitor,171.37,1.0,2026-02-09 22:18:02
79,1021,Notebook,295.75,1.0,2025-09-06 23:16:53
80,1863,Mouse,245.67,4.0,2025-08-09 05:57:58
81,1594,Notebook,170.17,2.0,2026-02-18 19:31:36
82,1747,Monitor,294.74,1.0,2026-03-25 16:04:59
83,1660,Monitor,304.11,3.0,2026-03-21 16:58:33
84,1535,Teclado,133.55,4.0,2025-05-30 08:06:50
85,1332,Monitor,424.71,4.0,2026-01-17 12:22:57
86,1065,Notebook,315.17,4.0,2025-04-24 16:51:15
87,1898,Mouse,355.32,4.0,2025-10-26 20:56:12
88,1328,Notebook,287.64,1.0,2025-08-23 08:39:13
89,1695,Notebook,433.19,4.0,2025-12-31 22:10:46
90,1300,Mouse,201.16,1.0,2025-10-27 02:53:24
91,1274,Mouse,208.54,4.0,2025-08-21 15:52:44
92,1855,Mouse,319.07,3.0,2025-09-04 04:21:59
93,1831,Teclado,149.16,3.0,2026-03-17 10:39:06
94,1462,Notebook,212.05,4.0,2025-09-01 18:35:32
95,1705,Mouse,254.64,3.0,2025-09-22 14:29:01
96,1201,Notebook,13.8,4.0,2025-10-30 21:11:20
97,1539,Teclado,347.11,3.0,2026-03-19 12:54:50
98,1461,Monitor,454.65,4.0,2025-06-29 22:03:13
99,1360,Teclado,94.77,4.0,2025-10-03 22:36:27
100,1701,Mouse,405.78,1.0,2025-09-22 07:23:22
101,1277,Mouse,306.98,1.0,2025-09-02 06:50:47
102,1267,Mouse,135.87,2.0,2025-10-18 00:00:01
103,1045,Notebook,339.11,3.0,2026-02-19 06:24:22
104,1615,Notebook,269.32,3.0,2025-10-17 08:43:04
105,1597,Mouse,169.87,4.0,2025-04-13 10:44:49
106,1476,Mouse,392.82,4.0,2025-11-24 03:29:11
107,1860,Teclado,324.56,1.0,2025-04-12 16:01:43
108,1935,Monitor,485.91,3.0,2026-03-12 22:05:58
109,1407,Notebook,347.56,4.0,2025-06-26 15:45:38
110,1344,Monitor,219.54,1.0,2025-06-17 23:48:46
111,1240,Teclado,161.24,4.0,2025-11-29 06:54:34
112,1067,Teclado,462.07,3.0,2025-09-08 22:31:01
113,1378,Mouse,420.91,1.0,2025-12-14 20:14:50
114,1255,Mouse,163.13,4.0,2026-01-15 16:54:17
115,1635,Monitor,487.25,4.0,2026-03-27 07:19:53
116,1546,Teclado,498.56,3.0,2026-02-07 06:07:20
117,1501,Monitor,265.57,3.0,2025-12-19 08:47:43
118,1075,Teclado,369.7,3.0,2025-12-21 04:34:12
119,1970,Teclado,360.7,4.0,2025-04-14 09:42:18
120,1686,Teclado,32.83,3.0,2025-09-27 16:07:31
121,1303,Monitor,103.31,4.0,2025-10-18 14:46:25
122,1229,Teclado,21.04,3.0,2025-12-17 15:54:31
123,1163,Monitor,255.41,3.0,2025-09-11 21:53:14
124,1709,Notebook,321.54,3.0,2025-09-01 18:23:39
125,1729,Monitor,367.92,1.0,2025-07-24 00:41:29
126,1045,Notebook,246.12,2.0,2025-07-27 02:30:26
127,1201,Mouse,282.77,1.0,2025-08-27 12:21:27
128,1743,Teclado,127.6,4.0,2025-06-02 14:17:56
129,1238,Monitor,336.68,3.0,2025-06-14 16:49:49
130,1419,Notebook,164.61,3.0,2025-08-14 17:27:06
131,1960,Notebook,352.54,4.0,2026-03-05 10:03:39
132,1572,Notebook,87.0,4.0,2025-10-24 03:52:41
133,1938,Monitor,330.27,2.0,2026-03-27 12:47:55
134,1127,Notebook,430.89,3.0,2026-02-19 10:37:29
135,1167,Notebook,480.8,3.0,2025-05-22 01:18:47
136,1497,Monitor,195.6,4.0,2025-04-03 06:09:13
137,1237,Notebook,380.82,1.0,2025-09-14 08:12:09
138,1601,Monitor,298.89,3.0,2025-10-25 09:11:01
139,1106,Notebook,94.92,4.0,2026-03-04 06:34:34
140,1898,Notebook,283.87,1.0,2025-05-07 18:13:52
141,1888,Teclado,224.24,3.0,2026-01-12 15:18:32
142,1593,Teclado,153.51,4.0,2025-04-05 15:47:46
143,1376,Notebook,109.52,2.0,2025-07-02 20:45:08
144,1579,Notebook,74.89,3.0,2025-06-03 03:32:39
145,1283,Notebook,483.13,4.0,2025-04-05 19:23:58
146,1340,Monitor,428.46,3.0,2025-11-03 12:10:35
147,1728,Mouse,113.2,4.0,2025-06-16 15:43:29
148,1944,Mouse,370.48,3.0,2025-10-12 14:12:10
149,1899,Mouse,48.85,1.0,2026-03-02 15:11:16
150,1256,Teclado,472.7,2.0,2025-06-05 16:01:24
151,1638,Mouse,82.82,4.0,2025-10-21 16:26:00
152,1344,Notebook,217.01,2.0,2025-08-27 06:46:57
153,1077,Teclado,288.71,3.0,2025-08-22 09:52:25
154,1366,Teclado,61.93,3.0,2026-01-02 08:58:29
155,1774,Monitor,63.08,1.0,2026-02-02 03:21:05
156,1604,Notebook,296.43,1.0,2025-09-20 02:21:03
157,1435,Notebook,271.3,3.0,2025-09-04 20:33:06
158,1783,Mouse,327.92,4.0,2025-11-18 18:24:53
159,1647,Mouse,323.05,4.0,2025-07-23 04:33:03
160,1702,Notebook,178.67,2.0,2025-05-29 05:52:00
161,1332,Monitor,279.79,2.0,2026-03-11 14:07:33
162,1339,Notebook,242.54,4.0,2025-05-24 08:30:18
163,1819,Teclado,308.49,2.0,2025-06-19 01:26:22
164,1792,Notebook,154.23,2.0,2025-05-30 13:51:10
165,1824,Notebook,399.6,2.0,2025-08-06 11:41:12
166,1503,Notebook,480.13,3.0,2025-08-09 10:53:40
167,1450,Monitor,178.84,2.0,2025-06-23 21:38:57
168,1488,Mouse,496.82,3.0,2026-01-28 04:35:16
169,1657,Notebook,373.85,3.0,2025-12-21 17:25:45
170,1677,Mouse,442.13,1.0,2025-09-15 23:47:11
171,1369,Teclado,362.59,3.0,2025-08-10 13:40:08
172,1288,Monitor,325.23,2.0,2025-05-09 16:44:01
173,1984,Notebook,347.49,1.0,2025-12-30 17:38:21
174,1742,Mouse,213.47,4.0,2025-06-29 16:47:13
175,1413,Monitor,385.32,3.0,2025-06-20 04:04:22
176,1913,Notebook,447.61,4.0,2025-08-19 02:39:04
177,1510,Monitor,299.73,1.0,2026-01-28 01:32:45
178,1642,Teclado,490.11,2.0,2026-02-17 15:54:52
179,1282,Notebook,328.22,3.0,2025-04-30 21:46:04
180,1734,Monitor,163.22,2.0,2025-09-15 11:40:51
181,1009,Mouse,153.18,3.0,2025-12-08 00:58:56
182,1056,Teclado,431.54,4.0,2025-04-25 09:27:16
183,1629,Teclado,102.29,3.0,2025-10-11 07:34:15
184,1404,Monitor,407.13,4.0,2025-11-17 20:30:22
185,1006,Mouse,40.9,2.0,2025-07-26 22:17:54
186,1665,Teclado,320.45,2.0,2025-09-11 22:06:07
187,1238,Mouse,147.49,2.0,2025-12-02 20:39:05
188,1498,Teclado,316.24,3.0,2025-05-03 03:06:47
189,1565,Teclado,335.35,3.0,2025-09-20 23:31:24
190,1555,Monitor,63.19,2.0,2025-09-16 09:43:49
191,1184,Monitor,300.77,1.0,2025-12-30 23:38:30
192,1185,Teclado,190.24,3.0,2025-04-14 16:31:07
193,1393,Teclado,120.05,1.0,2025-12-05 11:27:10
194,1854,Notebook,499.05,3.0,2025-08-06 10:15:02
195,1188,Mouse,348.96,2.0,2026-03-18 14:48:14
196,1917,Monitor,395.25,2.0,2026-03-23 14:16:20
197,1775,Notebook,389.73,4.0,2025-11-13 19:25:06
198,1651,Monitor,261.77,1.0,2025-09-04 22:09:36
199,1542,Monitor,24.53,4.0,2025-10-25 07:09:26
200,1608,Notebook,10.34,1.0,2025-09-04 01:58:09
201,1151,Monitor,193.48,2.0,2026-03-01 00:49:42
202,1329,Monitor,492.41,2.0,2025-06-16 03:21:07
203,1146,Monitor,271.85,2.0,2026-03-04 03:09:17
204,1800,Monitor,187.33,1.0,2026-01-21 18:30:02
205,1231,Teclado,101.31,2.0,2025-04-06 12:07:13
206,1337,Teclado,406.93,1.0,2025-08-23 11:09:10
207,1366,Monitor,425.44,2.0,2025-12-04 04:31:33
208,1920,Notebook,356.93,1.0,2025-04-17 07:17:12
209,1396,Mouse,159.71,3.0,2026-02-15 19:20:55
210,1736,Mouse,452.75,2.0,2025-07-07 15:14:04
211,1661,Teclado,140.45,4.0,2025-08-23 21:41:03
212,1221,Teclado,82.75,1.0,2025-08-18 23:42:35
213,1462,Mouse,181.83,2.0,2025-07-13 07:56:28
214,1765,Monitor,49.21,3.0,2025-11-18 18:04:30
215,1623,Notebook,497.89,3.0,2025-10-21 19:34:37
216,1727,Notebook,465.41,4.0,2025-12-09 08:42:57
217,1549,Notebook,194.44,3.0,2026-02-11 17:56:50
218,1587,Notebook,22.04,1.0,2025-09-07 02:54:17
219,1178,Notebook,127.13,4.0,2025-10-25 12:10:44
220,1402,Monitor,134.26,4.0,2025-08-31 21:29:08
221,1769,Mouse,370.15,2.0,2025-05-18 15:15:32
222,1533,Monitor,334.89,4.0,2025-11-11 10:01:48
223,1891,Mouse,137.31,4.0,2026-02-25 22:06:16
224,1549,Mouse,226.03,4.0,2026-01-12 04:58:10
225,1624,Mouse,181.03,1.0,2025-11-13 10:45:07
226,1988,Mouse,66.26,2.0,2026-02-02 09:47:49
227,1661,Teclado,475.05,2.0,2025-06-24 21:43:53
228,1255,Teclado,423.09,3.0,2025-05-18 05:30:56
229,1527,Notebook,208.11,3.0,2025-09-10 17:38:16
230,1887,Notebook,357.3,4.0,2025-04-03 15:50:59
231,1907,Monitor,327.81,3.0,2026-01-30 11:05:49
232,1016,Mouse,461.98,4.0,2026-03-06 20:28:48
233,1544,Monitor,99.43,2.0,2025-10-06 03:39:35
234,1390,Mouse,95.33,3.0,2025-05-06 13:53:25
235,1104,Mouse,142.0,2.0,2025-12-26 01:30:32
236,1425,Teclado,170.63,2.0,2025-11-27 15:30:05
237,1767,Monitor,280.18,4.0,2025-12-13 02:54:56
238,1091,Mouse,219.84,4.0,2026-03-14 09:53:05
239,1351,Teclado,240.03,4.0,2025-05-31 05:35:48
240,1893,Teclado,275.01,4.0,2025-08-27 18:52:55
241,1474,Teclado,126.48,2.0,2025-08-31 17:43:49
242,1577,Mouse,258.38,3.0,2026-03-21 09:17:26
243,1894,Mouse,427.81,2.0,2025-05-15 10:50:41
244,1969,Teclado,191.29,3.0,2026-01-07 00:36:09
245,1680,Monitor,335.69,4.0,2026-01-07 06:17:03
246,1603,Teclado,394.57,2.0,2025-12-04 21:04:07
247,1159,Monitor,393.57,1.0,2025-11-25 00:45:17
248,1638,Notebook,332.42,2.0,2025-09-02 01:11:54
249,1302,Monitor,384.27,2.0,2025-10-09 21:54:47
250,1087,Notebook,319.21,3.0,2025-08-06 06:10:50
251,1614,Teclado,264.58,4.0,2026-01-29 00:57:51
252,1206,Teclado,453.82,1.0,2026-01-03 01:04:01
253,1421,Teclado,359.86,4.0,2025-06-21 01:47:19
254,1990,Notebook,465.07,1.0,2026-01-24 04:58:55
255,1743,Monitor,275.25,3.0,2025-10-17 06:20:34
256,1338,Teclado,449.62,1.0,2025-08-08 10:18:17
257,1579,Monitor,473.13,4.0,2025-12-01 11:51:25
258,1036,Mouse,354.73,3.0,2025-11-21 07:12:32
259,1473,Monitor,28.32,3.0,2025-10-23 18:48:28
260,1703,Monitor,331.58,2.0,2026-01-27 07:09:23
261,1443,Notebook,157.8,3.0,2025-10-22 11:13:53
262,1610,Monitor,250.91,2.0,2025-06-16 07:33:10
263,1626,Teclado,289.99,4.0,2025-12-16 08:21:09
264,1923,Monitor,199.17,4.0,2025-08-04 23:55:41
265,1358,Notebook,411.35,4.0,2025-11-25 03:06:24
266,1211,Monitor,432.11,2.0,2025-06-27 06:08:04
267,1944,Notebook,276.17,2.0,2025-06-14 09:44:37
268,1285,Teclado,466.08,4.0,2026-01-13 13:02:24
269,1108,Mouse,227.47,1.0,2025-09-06 10:59:00
270,1503,Mouse,469.36,3.0,2026-01-13 21:09:06
271,1256,Mouse,44.74,1.0,2026-03-12 22:41:32
272,1767,Monitor,473.16,1.0,2025-12-02 07:02:49
273,1286,Monitor,245.69,4.0,2025-08-27 20:13:53
274,1633,Teclado,256.38,4.0,2025-06-28 07:03:57
275,1407,Mouse,421.07,1.0,2025-10-06 16:02:27
276,1479,Teclado,148.76,3.0,2025-11-20 22:59:29
277,1546,Monitor,407.61,4.0,2025-06-01 02:52:49
278,1236,Monitor,181.55,4.0,2025-10-13 17:48:17
279,1325,Notebook,304.29,4.0,2025-05-10 22:51:01
280,1983,Monitor,219.84,1.0,2025-10-04 11:21:04
281,1240,Notebook,419.57,2.0,2025-06-08 11:31:39
282,1303,Notebook,313.15,1.0,2025-10-06 21:40:58
283,1491,Monitor,191.61,2.0,2025-08-25 11:44:46
284,1124,Notebook,87.99,2.0,2026-02-13 06:16:03
285,1361,Teclado,236.0,3.0,2025-06-18 08:21:01
286,1489,Mouse,13.97,4.0,2025-04-04 08:51:26
287,1648,Notebook,268.96,3.0,2026-02-07 20:05:45
288,1186,Mouse,21.72,1.0,2025-05-30 00:32:02
289,1118,Teclado,249.56,2.0,2025-12-02 17:05:55
290,1402,Mouse,177.95,1.0,2025-06-28 03:08:29
291,1735,Teclado,200.92,3.0,2026-03-08 17:08:47
292,1021,Mouse,100.16,4.0,2025-06-04 08:32:22
293,1358,Mouse,262.24,1.0,2025-04-30 00:52:32
294,1973,Mouse,189.82,4.0,2026-01-28 03:56:06
295,1570,Teclado,388.97,3.0,2025-07-19 10:10:28
296,1914,Notebook,293.92,1.0,2025-10-18 18:38:24
297,1760,Teclado,342.59,2.0,2026-03-01 05:01:13
298,1502,Teclado,27.73,4.0,2025-09-14 10:00:46
299,1525,Monitor,202.69,4.0,2026-01-12 11:58:53
300,1062,Mouse,315.2,3.0,2025-06-01 01:35:40
301,1921,Notebook,174.14,3.0,2026-02-27 06:38:23
302,1987,Monitor,381.0,2.0,2025-11-12 13:57:53
303,1339,Notebook,238.52,1.0,2025-07-19 16:25:04
304,1729,Notebook,391.74,4.0,2025-11-16 12:38:22
305,1251,Mouse,406.03,1.0,2026-01-24 23:35:12
306,1328,Mouse,387.91,4.0,2025-10-02 00:49:49
307,1968,Monitor,463.89,4.0,2026-01-09 20:22:11
308,1085,Teclado,402.23,3.0,2025-12-15 11:44:21
309,1101,Monitor,351.69,2.0,2025-08-16 18:52:17
310,1219,Mouse,92.07,2.0,2025-07-09 02:29:02
311,1458,Notebook,90.05,2.0,2025-08-07 17:52:49
312,1403,Notebook,278.94,3.0,2026-03-10 06:17:18
313,1426,Monitor,480.98,3.0,2026-02-27 22:46:23
314,1270,Mouse,296.58,3.0,2025-06-23 08:00:45
315,1513,Mouse,162.29,1.0,2026-01-06 05:28:49
316,1896,Teclado,421.94,2.0,2026-01-04 21:38:34
317,1622,Monitor,277.83,4.0,2025-12-04 12:43:49
318,1864,Notebook,116.8,1.0,2025-09-11 21:10:43
319,1154,Monitor,151.18,1.0,2025-08-17 08:43:46
320,1549,Monitor,55.08,2.0,2025-06-08 23:39:44
321,1484,Teclado,123.0,2.0,2025-11-02 23:21:33
322,1630,Teclado,214.06,4.0,2025-11-24 20:37:51
323,1906,Notebook,373.44,3.0,2025-06-11 00:46:45
324,1830,Mouse,454.65,4.0,2026-01-09 09:51:09
325,1630,Mouse,127.58,1.0,2025-10-14 23:14:59
326,1746,Mouse,195.93,4.0,2026-01-22 14:15:20
327,1605,Monitor,145.01,3.0,2026-01-31 10:49:30
328,1159,Teclado,14.62,1.0,2025-11-25 01:40:17
329,1350,Teclado,454.23,3.0,2025-08-30 04:01:35
330,1263,Monitor,59.77,2.0,2025-07-06 04:20:26
331,1917,Teclado,238.3,1.0,2025-10-20 10:36:54
332,1532,Monitor,221.33,2.0,2026-03-28 09:24:32
333,1449,Notebook,132.48,1.0,2025-12-25 23:31:43
334,1308,Mouse,15.71,3.0,2026-02-05 07:01:09
335,1684,Monitor,219.01,1.0,2025-09-03 17:12:53
336,1936,Notebook,225.32,2.0,2025-05-02 09:47:17
337,1318,Mouse,327.57,3.0,2026-03-03 22:40:02
338,1331,Monitor,314.95,2.0,2025-05-07 21:00:46
339,1794,Teclado,415.92,4.0,2025-12-03 08:12:15
340,1628,Notebook,439.72,2.0,2025-11-22 02:47:08
341,1417,Notebook,441.6,3.0,2025-11-22 15:44:19
342,1364,Notebook,478.77,4.0,2025-07-18 11:50:19
343,1889,Mouse,324.5,3.0,2025-08-08 10:14:41
344,1028,Mouse,316.36,1.0,2025-05-30 18:05:38
345,1968,Mouse,206.38,3.0,2025-09-28 14:44:00
346,1163,Monitor,325.03,4.0,2025-05-28 07:56:39
347,1383,Teclado,186.28,1.0,2026-01-16 16:47:16
348,1682,Teclado,406.12,2.0,2025-11-12 02:24:05
349,1796,Monitor,191.57,4.0,2025-06-04 18:43:44
350,1357,Notebook,315.86,1.0,2025-12-13 01:15:23
351,1662,Monitor,411.7,3.0,2025-07-31 08:29:40
352,1813,Monitor,44.74,1.0,2025-11-13 17:23:23
353,1428,Mouse,87.66,1.0,2025-09-16 18:17:58
354,1916,Teclado,64.54,2.0,2026-01-12 13:16:34
355,1753,Monitor,107.35,2.0,2025-09-05 15:14:05
356,1959,Mouse,499.78,3.0,2026-01-11 15:55:54
357,1605,Mouse,86.5,1.0,2025-05-26 09:56:00
358,1555,Monitor,143.01,4.0,2025-05-27 12:07:13
359,1037,Monitor,158.23,4.0,2026-03-14 09:31:08
360,1227,Mouse,238.7,1.0,2025-11-01 15:26:28
361,1013,Mouse,101.23,3.0,2025-09-14 01:02:54
362,1906,Mouse,447.61,2.0,2025-10-03 12:33:28
363,1150,Teclado,252.58,2.0,2025-09-20 08:32:23
364,1888,Monitor,189.61,4.0,2025-12-11 08:34:48
365,1699,Teclado,414.8,3.0,2025-04-15 10:19:38
366,1154,Teclado,485.51,4.0,2025-04-12 03:42:49
367,1840,Monitor,81.53,2.0,2026-01-24 04:00:58
368,1275,Teclado,299.76,4.0,2026-02-21 20:07:20
369,1632,Teclado,85.0,1.0,2025-11-25 00:46:22
370,1509,Notebook,174.14,3.0,2025-06-05 23:41:36
371,1021,Monitor,466.09,4.0,2025-07-25 03:41:27
372,1558,Teclado,25.79,3.0,2025-08-05 23:59:54
373,1166,Teclado,328.81,2.0,2025-10-09 09:00:13
374,1099,Mouse,229.45,2.0,2025-10-23 00:14:07
375,1727,Mouse,85.99,4.0,2026-01-06 06:46:09
376,1117,Notebook,265.13,4.0,2025-10-19 03:17:52
377,1490,Notebook,15.0,2.0,2025-04-28 22:59:51
378,1319,Monitor,104.52,2.0,2025-05-31 14:57:36
379,1727,Mouse,279.69,2.0,2026-03-02 15:13:34
380,1210,Notebook,319.35,3.0,2025-07-21 19:08:03
381,1872,Teclado,421.97,1.0,2025-09-05 01:24:32
382,1823,Teclado,60.76,4.0,2025-06-18 08:22:38
383,1962,Monitor,252.7,2.0,2025-10-12 03:03:40
384,1498,Monitor,268.6,1.0,2025-06-10 14:12:28
385,1862,Monitor,29.74,2.0,2025-10-23 13:13:39
386,1968,Monitor,366.89,2.0,2026-03-27 13:23:22
387,1479,Notebook,386.6,1.0,2025-10-23 23:14:31
388,1853,Mouse,336.9,2.0,2025-07-18 02:06:57
389,1578,Mouse,276.72,3.0,2025-10-26 21:43:50
390,1777,Mouse,470.37,3.0,2025-08-31 16:19:10
391,1738,Monitor,468.04,4.0,2025-07-16 01:51:08
392,1003,Mouse,235.31,4.0,2025-05-28 13:55:35
393,1218,Mouse,99.36,1.0,2025-12-17 02:37:07
394,1564,Notebook,66.1,2.0,2025-10-25 11:13:27
395,1865,Notebook,164.2,2.0,2025-10-21 17:02:42
396,1516,Teclado,333.64,2.0,2025-11-30 22:41:14
397,1507,Mouse,388.42,4.0,2026-01-12 04:21:21
398,1411,Teclado,34.21,2.0,2026-01-06 02:19:59
399,1037,Notebook,235.21,1.0,2026-03-03 17:56:54
400,1770,Teclado,27.84,3.0,2025-04-10 21:11:23
401,1050,Mouse,212.23,2.0,2025-04-05 09:35:33
402,1125,Teclado,387.7,4.0,2025-04-13 01:17:30
403,1497,Teclado,343.28,1.0,2026-02-18 17:07:06
404,1412,Notebook,280.94,4.0,2025-06-28 22:44:33
405,1067,Monitor,366.82,1.0,2025-10-15 19:19:17
406,1558,Mouse,468.33,1.0,2025-09-23 12:53:51
407,1288,Teclado,94.65,3.0,2025-12-09 21:10:15
408,1665,Notebook,184.26,2.0,2025-04-23 03:53:32
409,1279,Teclado,129.51,3.0,2026-01-28 00:37:18
410,1561,Teclado,281.93,1.0,2025-10-21 19:41:23
411,1653,Teclado,166.55,2.0,2025-09-27 11:34:34
412,1241,Teclado,284.28,4.0,2025-12-03 23:57:01
413,1571,Mouse,211.51,4.0,2025-05-15 02:36:40
414,1102,Mouse,164.62,3.0,2025-08-22 14:03:30
415,1063,Teclado,35.85,4.0,2026-03-25 20:44:02
416,1259,Teclado,360.59,2.0,2025-08-10 05:14:52
417,1413,Notebook,196.96,3.0,2025-06-15 15:32:59
418,1540,Monitor,428.54,4.0,2025-10-21 07:13:27
419,1449,Monitor,419.38,1.0,2025-11-01 20:25:46
420,1312,Teclado,10.34,1.0,2025-07-14 06:45:13
421,1884,Notebook,236.21,2.0,2025-09-02 04:44:10
422,1060,Notebook,390.49,3.0,2025-07-30 08:30:25
423,1745,Teclado,73.57,1.0,2026-03-26 04:24:10
424,1969,Notebook,117.76,1.0,2025-04-03 12:55:00
425,1972,Mouse,409.92,3.0,2026-03-15 23:59:02
426,1768,Monitor,62.51,1.0,2025-12-22 01:30:23
427,1503,Mouse,143.06,3.0,2025-06-17 17:27:38
428,1400,Notebook,124.38,3.0,2025-06-18 04:16:40
429,1910,Mouse,195.56,1.0,2026-03-28 21:11:32
430,1116,Teclado,371.35,2.0,2025-07-27 17:12:32
431,1313,Notebook,302.33,4.0,2025-11-14 23:01:00
432,1492,Monitor,96.4,4.0,2025-10-09 21:32:07
433,1397,Notebook,463.82,2.0,2025-08-07 14:48:48
434,1169,Teclado,166.68,2.0,2025-07-09 06:48:29
435,1882,Monitor,384.76,4.0,2025-05-27 18:28:52
436,1983,Teclado,109.15,4.0,2025-12-29 17:03:38
437,1055,Mouse,212.98,2.0,2025-05-09 03:19:55
438,1236,Teclado,293.39,4.0,2026-03-18 16:02:23
439,1633,Mouse,316.87,3.0,2026-01-11 07:00:06
440,1588,Notebook,120.41,1.0,2025-08-03 22:25:17
441,1304,Mouse,312.3,1.0,2025-11-01 01:05:59
442,1999,Mouse,326.79,3.0,2026-01-16 01:02:47
443,1009,Notebook,82.37,4.0,2026-03-02 23:15:36
444,1439,Mouse,10.18,4.0,2026-01-14 02:26:44
445,1752,Mouse,30.66,4.0,2025-06-26 20:32:52
446,1603,Notebook,474.67,2.0,2025-04-15 05:24:04
447,1978,Teclado,415.18,4.0,2025-08-15 02:07:10
448,1615,Teclado,446.45,1.0,2025-11-25 04:33:24
449,1445,Mouse,351.78,1.0,2025-10-23 19:08:22
450,1694,Teclado,137.98,2.0,2026-01-17 11:04:42
451,1696,Monitor,333.22,1.0,2025-10-10 05:29:55
